t, phi
9.840130, -0.251983
9.850130, -0.251687
9.860130, -0.251156
9.870131, -0.249805
9.880131, -0.248185
9.890131, -0.245445
9.900131, -0.242512
9.910131, -0.238655
9.920132, -0.234434
9.930132, -0.229375
9.940132, -0.224157
9.950132, -0.217948
9.960133, -0.211638
9.970133, -0.204726
9.980133, -0.197524
9.990133, -0.189469
10.000134, -0.181427
10.010134, -0.172468
10.020134, -0.163342
10.030134, -0.153848
10.040134, -0.144297
10.050135, -0.133974
10.060135, -0.123494
10.070135, -0.112744
10.080135, -0.101875
10.090136, -0.090531
10.100136, -0.079182
10.110136, -0.067616
10.120136, -0.056024
10.130136, -0.044385
10.140137, -0.032690
10.150137, -0.020706
10.160137, -0.008718
10.170137, 0.003095
10.180138, 0.014872
10.190138, 0.026622
10.200138, 0.038342
10.210138, 0.049833
10.220139, 0.061292
10.230139, 0.072373
10.240139, 0.083354
10.250139, 0.094145
10.260139, 0.104715
10.270140, 0.114777
10.280140, 0.124636
10.290140, 0.134210
10.300140, 0.143602
10.310141, 0.152414
10.320141, 0.160967
10.330141, 0.168993
10.340141, 0.176827
10.350142, 0.183853
10.360142, 0.190634
10.370142, 0.196803
10.380142, 0.202759
10.390142, 0.207914
10.400143, 0.212667
10.410143, 0.216776
10.420143, 0.220603
10.430143, 0.223426
10.440144, 0.226009
10.450144, 0.227928
10.460144, 0.229668
10.470144, 0.230300
10.480145, 0.230725
10.490145, 0.230363
10.500145, 0.229657
10.510145, 0.227998
10.520145, 0.226292
10.530146, 0.223656
10.540146, 0.220778
10.550146, 0.217338
10.560146, 0.213781
10.570147, 0.209275
10.580147, 0.204441
10.590147, 0.199153
10.600147, 0.193668
10.610147, 0.187349
10.620148, 0.180976
10.630148, 0.174229
10.640148, 0.167196
10.650148, 0.159592
10.660149, 0.151875
10.670149, 0.143861
10.680149, 0.135532
10.690149, 0.126805
10.700150, 0.118081
10.710150, 0.109029
10.720150, 0.099841
10.730150, 0.090320
10.740150, 0.080786
10.750151, 0.071011
10.760151, 0.061264
10.770151, 0.051329
10.780151, 0.041373
10.790152, 0.031353
10.800152, 0.021352
10.810152, 0.011370
10.820152, 0.001433
10.830153, -0.008389
10.840153, -0.018131
10.850153, -0.027825
10.860153, -0.037415
10.870153, -0.046821
10.880154, -0.056141
10.890154, -0.065249
10.900154, -0.074260
10.910154, -0.082987
10.920155, -0.091590
10.930155, -0.099814
10.940155, -0.107836
10.950155, -0.115427
10.960155, -0.122801
10.970156, -0.129758
10.980156, -0.136554
10.990156, -0.142807
11.000156, -0.148855
11.010157, -0.154502
11.020157, -0.159865
11.030157, -0.164646
11.040157, -0.169202
11.050158, -0.173195
11.060158, -0.176953
11.070158, -0.180191
11.080158, -0.183194
11.090158, -0.185546
11.100159, -0.187704
11.110159, -0.189198
11.120159, -0.190510
11.130159, -0.191070
11.140160, -0.191409
11.150160, -0.191014
11.160160, -0.190537
11.170160, -0.189288
11.180161, -0.187910
11.190161, -0.185845
11.200161, -0.183598
11.210161, -0.180688
11.220161, -0.177564
11.230162, -0.173657
11.240162, -0.169580
11.250162, -0.164938
11.260162, -0.160128
11.270163, -0.154784
11.280163, -0.149337
11.290163, -0.143423
11.300163, -0.137459
11.310163, -0.130866
11.320164, -0.124090
11.330164, -0.116897
11.340164, -0.109678
11.350164, -0.101893
11.360165, -0.094099
11.370165, -0.085947
11.380165, -0.077776
11.390165, -0.069182
11.400166, -0.060512
11.410166, -0.051643
11.420166, -0.042734
11.430166, -0.033454
11.440166, -0.024248
11.450167, -0.014856
11.460167, -0.005512
11.470167, 0.004007
11.480167, 0.013530
11.490168, 0.023198
11.500168, 0.032808
11.510168, 0.042367
11.520168, 0.051921
11.530169, 0.061478
11.540169, 0.070926
11.550169, 0.080181
11.560169, 0.089485
11.570169, 0.098701
11.580170, 0.107744
11.590170, 0.116629
11.600170, 0.125524
11.610170, 0.133872
11.620171, 0.142214
11.630171, 0.150397
11.640171, 0.158508
11.650171, 0.165954
11.660172, 0.173588
11.670172, 0.180620
11.680172, 0.187851
11.690172, 0.194151
11.700172, 0.200601
11.710173, 0.206434
11.720173, 0.212004
11.730173, 0.216877
11.740173, 0.221829
11.750174, 0.226136
11.760174, 0.230293
11.770174, 0.233524
11.780174, 0.236678
11.790174, 0.239073
11.800175, 0.241219
11.810175, 0.242516
11.820175, 0.243786
11.830175, 0.244411
11.840176, 0.244633
11.850176, 0.244352
11.860176, 0.243784
11.870176, 0.242411
11.880177, 0.240680
11.890177, 0.238434
11.900177, 0.235624
11.910177, 0.232345
11.920177, 0.228875
11.930178, 0.224579
11.940178, 0.220052
11.950178, 0.215063
11.960178, 0.209763
11.970179, 0.203553
11.980179, 0.197232
11.990179, 0.190391
12.000179, 0.183341
12.010180, 0.175647
12.020180, 0.167825
12.030180, 0.159478
12.040180, 0.150771
12.050180, 0.141629
12.060181, 0.132292
12.070181, 0.122351
12.080181, 0.112346
12.090181, 0.101896
12.100182, 0.091312
12.110182, 0.080399
12.120182, 0.069273
12.130182, 0.057951
12.140182, 0.046432
12.150183, 0.034781
12.160183, 0.022891
12.170183, 0.010836
12.180183, -0.001290
12.190184, -0.013547
12.200184, -0.025781
12.210184, -0.038035
12.220184, -0.050225
12.230185, -0.062467
12.240185, -0.074691
12.250185, -0.086784
12.260185, -0.098798
12.270185, -0.110761
